RMSD-backbone-A-Gliadin-100SOL-0ETO.xvg,RMSD-backbone-A-Gliadin-100SOL-0ETO.xvg,RMSD-backbone-A-Gliadin-90SOL-10ETO.xvg,RMSD-backbone-A-Gliadin-90SOL-10ETO.xvg,RMSD-backbone-30percent.xvg,RMSD-backbone-30percent.xvg,RMSD-backbone-A-Gliadin-50ETO.xvg,RMSD-backbone-A-Gliadin-50ETO.xvg,RMSD-backbone-70percent.xvg,RMSD-backbone-70percent.xvg
2.5,0.09862,2.5,0.64803,2.5,0.109163,2.5,0.1180839,2.5,0.1101354
2.51,0.10437,2.51,0.64538,2.5100002,0.1079233,2.5100002,0.1139919,2.5100002,0.1271741
2.52,0.09871,2.52,0.67164,2.5200002,0.1135754,2.5200002,0.125465,2.5200002,0.1202722
2.53,0.09357,2.53,0.65911,2.5300002,0.1126553,2.5300002,0.1131528,2.5300002,0.1262001
2.54,0.09643,2.54,0.65475,2.5400002,0.1165655,2.5400002,0.1180917,2.5400002,0.1201484
2.55,0.09681,2.55,0.63428,2.5500002,0.110687,2.5500002,0.1166724,2.5500002,0.1221494
2.56,0.10649,2.56,0.6399,2.5600002,0.1177539,2.5600002,0.1138763,2.5600002,0.1076371
2.57,0.10047,2.57,0.63947,2.5700002,0.1157867,2.5700002,0.1142016,2.5700002,0.1194921
2.58,0.09798,2.58,0.62964,2.5800002,0.1184125,2.5800002,0.117011,2.5800002,0.1177103
2.59,0.09151,2.59,0.60583,2.5900002,0.1133268,2.5900002,0.1252621,2.5900002,0.1162429
2.6,0.09457,2.6,0.61619,2.6000001,0.1188571,2.6000001,0.1222374,2.6000001,0.1205313
2.61,0.09636,2.61,0.61902,2.6100001,0.1110567,2.6100001,0.1124563,2.6100001,0.1302561
2.62,0.11452,2.62,0.61729,2.6200001,0.111422,2.6200001,0.1216996,2.6200001,0.1323356
2.63,0.09584,2.63,0.61523,2.6300001,0.1152395,2.6300001,0.1186265,2.6300001,0.1198054
2.64,0.10237,2.64,0.59112,2.6400001,0.1237576,2.6400001,0.1342196,2.6400001,0.1164904
2.65,0.09857,2.65,0.60987,2.6500001,0.1252386,2.6500001,0.1271693,2.6500001,0.1175367
2.66,0.10603,2.66,0.61353,2.6600001,0.1377375,2.6600001,0.1215139,2.6600001,0.1116694
2.67,0.10465,2.67,0.61402,2.6700001,0.1365775,2.6700001,0.1238191,2.6700001,0.1171964
2.68,0.10665,2.68,0.63418,2.6800001,0.1217767,2.6800001,0.1325284,2.6800001,0.1153991
2.69,0.09187,2.69,0.63058,2.6900001,0.1115275,2.6900001,0.1335396,2.6900001,0.118583
2.7,0.10734,2.7,0.66184,2.7,0.1192033,2.7,0.1322537,2.7,0.1217965
2.71,0.10441,2.71,0.67141,2.71,0.119606,2.71,0.1298683,2.71,0.1324705
2.72,0.10902,2.72,0.67017,2.72,0.1120878,2.72,0.1241891,2.72,0.1294457
2.73,0.09578,2.73,0.66008,2.73,0.1097719,2.73,0.1229981,2.73,0.1275098
2.74,0.09647,2.74,0.66431,2.7400002,0.1053958,2.7400002,0.1181659,2.7400002,0.1366789
2.75,0.0941,2.75,0.65484,2.7500002,0.1015538,2.7500002,0.1201298,2.7500002,0.1215558
2.76,0.09755,2.76,0.6626,2.7600002,0.1170124,2.7600002,0.1241154,2.7600002,0.1205743
2.77,0.09883,2.77,0.66604,2.7700002,0.113803,2.7700002,0.1070761,2.7700002,0.1228285
2.78,0.08553,2.78,0.66975,2.7800002,0.1173161,2.7800002,0.1209742,2.7800002,0.1348626
2.79,0.09021,2.79,0.67743,2.7900002,0.1048881,2.7900002,0.1202319,2.7900002,0.1327986
2.8,0.0915,2.8,0.69535,2.8000002,0.1021986,2.8000002,0.108252,2.8000002,0.1306386
2.81,0.09731,2.81,0.74186,2.8100002,0.1028341,2.8100002,0.1067542,2.8100002,0.1398712
2.82,0.09558,2.82,0.75771,2.8200002,0.1015018,2.8200002,0.1000398,2.8200002,0.1304641
2.83,0.0869,2.83,0.75289,2.8300002,0.1011612,2.8300002,0.1136764,2.8300002,0.1500949
2.84,0.08583,2.84,0.72587,2.8400002,0.1020249,2.8400002,0.111151,2.8400002,0.1371305
2.85,0.07268,2.85,0.7297,2.8500001,0.1102837,2.8500001,0.1218136,2.8500001,0.1360176
2.86,0.09116,2.86,0.72701,2.8600001,0.1070374,2.8600001,0.121589,2.8600001,0.1383395
2.87,0.09466,2.87,0.71149,2.8700001,0.1099097,2.8700001,0.1162282,2.8700001,0.1404687
2.88,0.09432,2.88,0.72284,2.8800001,0.1036568,2.8800001,0.1188283,2.8800001,0.1400554
2.89,0.09632,2.89,0.72854,2.8900001,0.1048427,2.8900001,0.1181287,2.8900001,0.1449933
2.9,0.11126,2.9,0.73845,2.9000001,0.107255,2.9000001,0.1194896,2.9000001,0.151381
2.91,0.10638,2.91,0.77857,2.9100001,0.1162635,2.9100001,0.1204443,2.9100001,0.1462796
2.92,0.09297,2.92,0.7424,2.9200001,0.1210601,2.9200001,0.1054847,2.9200001,0.146191
2.93,0.11062,2.93,0.75238,2.9300001,0.1166765,2.9300001,0.112025,2.9300001,0.1404641
2.94,0.10392,2.94,0.74173,2.9400001,0.1187025,2.9400001,0.1109704,2.9400001,0.1440395
2.95,0.09384,2.95,0.73841,2.95,0.118067,2.95,0.1094732,2.95,0.1473175
2.96,0.09932,2.96,0.72196,2.96,0.1214539,2.96,0.1107624,2.96,0.1492239
2.97,0.10474,2.97,0.7401,2.97,0.1111958,2.97,0.1130394,2.97,0.150067
2.98,0.09845,2.98,0.73736,2.9800003,0.1018419,2.9800003,0.1093305,2.9800003,0.1472466
2.99,0.0996,2.99,0.71284,2.9900002,0.1034632,2.9900002,0.121943,2.9900002,0.1386255
3,0.10677,3,0.70215,3.0000002,0.1089299,3.0000002,0.1182794,3.0000002,0.1347258
3.01,0.10691,3.01,0.69559,3.0100002,0.1005745,3.0100002,0.1163484,3.0100002,0.1352974
3.02,0.10091,3.02,0.70003,3.0200002,0.1016132,3.0200002,0.1184991,3.0200002,0.1305884
3.03,0.09844,3.03,0.70961,3.0300002,0.1066874,3.0300002,0.1243451,3.0300002,0.1234572
3.04,0.09007,3.04,0.724,3.0400002,0.1052988,3.0400002,0.1235159,3.0400002,0.1312274
3.05,0.09329,3.05,0.7207,3.0500002,0.1162337,3.0500002,0.1261959,3.0500002,0.1330585
3.06,0.09679,3.06,0.72251,3.0600002,0.1160745,3.0600002,0.1123756,3.0600002,0.1141061
3.07,0.10179,3.07,0.72476,3.0700002,0.1090393,3.0700002,0.1215709,3.0700002,0.128895
3.08,0.10916,3.08,0.72837,3.0800002,0.1146496,3.0800002,0.1155521,3.0800002,0.1227572
3.09,0.11299,3.09,0.71683,3.0900002,0.1118256,3.0900002,0.1182899,3.0900002,0.1251647
3.1,0.11236,3.1,0.71722,3.1000001,0.1114164,3.1000001,0.1222118,3.1000001,0.1218625
3.11,0.10349,3.11,0.71144,3.1100001,0.1153483,3.1100001,0.1268802,3.1100001,0.1108815
3.12,0.10236,3.12,0.7258,3.1200001,0.1070906,3.1200001,0.1214959,3.1200001,0.1248206
3.13,0.10944,3.13,0.72538,3.1300001,0.1051445,3.1300001,0.1230096,3.1300001,0.122023
3.14,0.10558,3.14,0.73432,3.1400001,0.1084643,3.1400001,0.1275132,3.1400001,0.119726
3.15,0.09935,3.15,0.72882,3.1500001,0.1130103,3.1500001,0.1263243,3.1500001,0.1191107
3.16,0.09878,3.16,0.72008,3.1600001,0.1081399,3.1600001,0.124139,3.1600001,0.1168407
3.17,0.11024,3.17,0.73875,3.1700001,0.1061328,3.1700001,0.1184801,3.1700001,0.1189116
3.18,0.11416,3.18,0.74099,3.1800001,0.1069743,3.1800001,0.1239934,3.1800001,0.1255926
3.19,0.10294,3.19,0.74287,3.1900001,0.1125379,3.1900001,0.1227822,3.1900001,0.1339414
3.2,0.09681,3.2,0.77055,3.2,0.1130337,3.2,0.1157696,3.2,0.1362295
3.21,0.10201,3.21,0.77113,3.21,0.1408193,3.21,0.1261617,3.21,0.1350293
3.22,0.10358,3.22,0.76389,3.2200003,0.1147111,3.2200003,0.1175692,3.2200003,0.1278541
3.23,0.10232,3.23,0.76898,3.2300003,0.1071187,3.2300003,0.1239735,3.2300003,0.1420865
3.24,0.10434,3.24,0.77594,3.2400002,0.1096418,3.2400002,0.1157107,3.2400002,0.1403343
3.25,0.09494,3.25,0.77999,3.2500002,0.1044543,3.2500002,0.1169762,3.2500002,0.1259162
3.26,0.10447,3.26,0.80522,3.2600002,0.0961316,3.2600002,0.1080837,3.2600002,0.1339733
3.27,0.10207,3.27,0.77266,3.2700002,0.1022586,3.2700002,0.1120217,3.2700002,0.1224255
3.28,0.11885,3.28,0.78757,3.2800002,0.10446,3.2800002,0.1164502,3.2800002,0.1279954
3.29,0.11666,3.29,0.80508,3.2900002,0.0987775,3.2900002,0.1226088,3.2900002,0.1272768
3.3,0.11134,3.3,0.78706,3.3000002,0.1064389,3.3000002,0.128426,3.3000002,0.1137478
3.31,0.11275,3.31,0.80231,3.3100002,0.1108365,3.3100002,0.12616,3.3100002,0.117033
3.32,0.12,3.32,0.83794,3.3200002,0.112063,3.3200002,0.1210443,3.3200002,0.1204016
3.33,0.11393,3.33,0.80484,3.3300002,0.1173322,3.3300002,0.1232256,3.3300002,0.1282506
3.34,0.10966,3.34,0.81449,3.3400002,0.1034223,3.3400002,0.1183387,3.3400002,0.1166936
3.35,0.10636,3.35,0.82476,3.3500001,0.110586,3.3500001,0.1253397,3.3500001,0.1199472
3.36,0.12495,3.36,0.81511,3.3600001,0.1038226,3.3600001,0.128382,3.3600001,0.1273378
3.37,0.12299,3.37,0.79221,3.3700001,0.1020656,3.3700001,0.1356042,3.3700001,0.1300242
3.38,0.11329,3.38,0.78851,3.3800001,0.0996552,3.3800001,0.1376047,3.3800001,0.1263406
3.39,0.11676,3.39,0.78973,3.3900001,0.1044539,3.3900001,0.1380772,3.3900001,0.1193058
3.4,0.11173,3.4,0.8137,3.4000001,0.1094693,3.4000001,0.1401251,3.4000001,0.1274707
3.41,0.11229,3.41,0.77983,3.4100001,0.1111936,3.4100001,0.1378672,3.4100001,0.1299444
3.42,0.0981,3.42,0.78322,3.4200001,0.1084168,3.4200001,0.1345359,3.4200001,0.1286512
3.43,0.1087,3.43,0.77157,3.4300001,0.1134563,3.4300001,0.1327542,3.4300001,0.1116834
3.44,0.10881,3.44,0.7897,3.4400001,0.1134627,3.4400001,0.1361347,3.4400001,0.1106863
3.45,0.10622,3.45,0.76723,3.45,0.1077491,3.45,0.1323418,3.45,0.1163218
3.46,0.10375,3.46,0.77557,3.4600003,0.118644,3.4600003,0.1342211,3.4600003,0.1188987
3.47,0.10937,3.47,0.77565,3.4700003,0.1180723,3.4700003,0.1302035,3.4700003,0.117901
3.48,0.10567,3.48,0.77445,3.4800003,0.1023087,3.4800003,0.1294221,3.4800003,0.1241369
3.49,0.10806,3.49,0.74785,3.4900002,0.1179372,3.4900002,0.1276473,3.4900002,0.1217419
3.5,0.11324,3.5,0.7272,3.5000002,0.1080601,3.5000002,0.1256452,3.5000002,0.1098246
3.51,0.11145,3.51,0.70228,3.5100002,0.1022287,3.5100002,0.1345445,3.5100002,0.1273019
3.52,0.12318,3.52,0.71387,3.5200002,0.1099374,3.5200002,0.1242246,3.5200002,0.120638
3.53,0.1004,3.53,0.72227,3.5300002,0.1164277,3.5300002,0.1271042,3.5300002,0.1267389
3.54,0.09686,3.54,0.71866,3.5400002,0.114254,3.5400002,0.125982,3.5400002,0.1362551
3.55,0.09731,3.55,0.71606,3.5500002,0.1206756,3.5500002,0.1189173,3.5500002,0.1446846
3.56,0.09608,3.56,0.70962,3.5600002,0.1122788,3.5600002,0.1225718,3.5600002,0.1240737
3.57,0.10949,3.57,0.72252,3.5700002,0.1255153,3.5700002,0.1265097,3.5700002,0.1292279
3.58,0.10985,3.58,0.74672,3.5800002,0.1131914,3.5800002,0.134412,3.5800002,0.1374349
3.59,0.1034,3.59,0.74957,3.5900002,0.1237004,3.5900002,0.1319164,3.5900002,0.1339014
3.6,0.10153,3.6,0.7846,3.6000001,0.1230766,3.6000001,0.1220036,3.6000001,0.1253317
3.61,0.10645,3.61,0.80259,3.6100001,0.1185732,3.6100001,0.1352866,3.6100001,0.1319371
3.62,0.10646,3.62,0.83603,3.6200001,0.1143831,3.6200001,0.1317755,3.6200001,0.1266854
3.63,0.1094,3.63,0.82931,3.6300001,0.1294991,3.6300001,0.1300708,3.6300001,0.1225072
3.64,0.12129,3.64,0.84037,3.6400001,0.1078224,3.6400001,0.1279293,3.6400001,0.1231866
3.65,0.11214,3.65,0.83494,3.6500001,0.1075953,3.6500001,0.1365712,3.6500001,0.1160139
3.66,0.10356,3.66,0.82437,3.6600001,0.1028802,3.6600001,0.1523425,3.6600001,0.1419005
3.67,0.11562,3.67,0.83764,3.6700001,0.1152165,3.6700001,0.1445918,3.6700001,0.1308511
3.68,0.12662,3.68,0.84014,3.6800001,0.1161997,3.6800001,0.1496511,3.6800001,0.1298657
3.69,0.11979,3.69,0.83217,3.6900001,0.1082164,3.6900001,0.1434529,3.6900001,0.1270237
3.7,0.11166,3.7,0.8141,3.7000003,0.1072,3.7000003,0.1402589,3.7000003,0.1169068
3.71,0.11355,3.71,0.81089,3.7100003,0.1090228,3.7100003,0.1418801,3.7100003,0.1196501
3.72,0.1148,3.72,0.8116,3.7200003,0.1148904,3.7200003,0.1385318,3.7200003,0.1280194
3.73,0.1114,3.73,0.82068,3.7300003,0.1180639,3.7300003,0.1311386,3.7300003,0.1418566
3.74,0.11769,3.74,0.84429,3.7400002,0.1171955,3.7400002,0.1313741,3.7400002,0.1319523
3.75,0.09838,3.75,0.84099,3.7500002,0.1138977,3.7500002,0.1375405,3.7500002,0.1223118
3.76,0.09984,3.76,0.81909,3.7600002,0.1159088,3.7600002,0.1343261,3.7600002,0.1292006
3.77,0.11252,3.77,0.79197,3.7700002,0.115744,3.7700002,0.1378813,3.7700002,0.1308799
3.78,0.12138,3.78,0.79333,3.7800002,0.1079076,3.7800002,0.1422977,3.7800002,0.120802
3.79,0.11114,3.79,0.79919,3.7900002,0.1021561,3.7900002,0.134024,3.7900002,0.1232749
3.8,0.11078,3.8,0.7891,3.8000002,0.1094759,3.8000002,0.1349369,3.8000002,0.1233377
3.81,0.09996,3.81,0.76394,3.8100002,0.106638,3.8100002,0.1289104,3.8100002,0.1210138
3.82,0.09277,3.82,0.77966,3.8200002,0.1040196,3.8200002,0.1394384,3.8200002,0.1074992
3.83,0.09273,3.83,0.78204,3.8300002,0.1014872,3.8300002,0.1286371,3.8300002,0.1128677
3.84,0.11043,3.84,0.77141,3.8400002,0.1021166,3.8400002,0.1434027,3.8400002,0.1072155
3.85,0.10214,3.85,0.77247,3.8500001,0.1059432,3.8500001,0.1406906,3.8500001,0.1133799
3.86,0.11034,3.86,0.76927,3.8600001,0.1158387,3.8600001,0.1463132,3.8600001,0.1163448
3.87,0.11103,3.87,0.75888,3.8700001,0.1182386,3.8700001,0.1413773,3.8700001,0.1104896
3.88,0.11239,3.88,0.74796,3.8800001,0.1080836,3.8800001,0.1455758,3.8800001,0.1093841
3.89,0.10319,3.89,0.74915,3.8900001,0.1022816,3.8900001,0.1402978,3.8900001,0.1053784
3.9,0.10025,3.9,0.7492,3.9000001,0.1111196,3.9000001,0.1572241,3.9000001,0.1067959
3.91,0.11086,3.91,0.7549,3.9100001,0.1180276,3.9100001,0.1444075,3.9100001,0.1105816
3.92,0.09696,3.92,0.77477,3.9200001,0.1150497,3.9200001,0.1464014,3.9200001,0.11289
3.93,0.11685,3.93,0.7723,3.9300003,0.1232044,3.9300003,0.1530837,3.9300003,0.1117518
3.94,0.10795,3.94,0.78635,3.9400003,0.1115698,3.9400003,0.1403844,3.9400003,0.1226142
3.95,0.10281,3.95,0.78977,3.9500003,0.1037089,3.9500003,0.1480913,3.9500003,0.1166629
3.96,0.11544,3.96,0.76751,3.9600003,0.1161618,3.9600003,0.144852,3.9600003,0.1075073
3.97,0.10808,3.97,0.78348,3.9700003,0.1177212,3.9700003,0.1450438,3.9700003,0.1105399
3.98,0.09827,3.98,0.77632,3.9800003,0.1223828,3.9800003,0.1430444,3.9800003,0.1180929
3.99,0.1082,3.99,0.77056,3.9900002,0.1142002,3.9900002,0.1519165,3.9900002,0.1177012
4,0.11315,4,0.75734,4,0.1154384,4,0.1481771,4,0.1132863
4.01,0.09564,4.01,0.7749,4.0100002,0.1114906,4.0100002,0.1440701,4.0100002,0.1110874
4.02,0.08977,4.02,0.76091,4.02,0.1165965,4.02,0.1498505,4.02,0.1208435
4.03,0.09721,4.03,0.78678,4.0300002,0.1261434,4.0300002,0.1451128,4.0300002,0.1228709
4.04,0.07883,4.04,0.80066,4.04,0.1314745,4.04,0.15914,4.04,0.1155871
4.05,0.08919,4.05,0.79067,4.0500002,0.1358841,4.0500002,0.1576906,4.0500002,0.1151058
4.06,0.08884,4.06,0.7762,4.0600004,0.1228255,4.0600004,0.1529398,4.0600004,0.1233896
4.07,0.08447,4.07,0.7598,4.0700002,0.1137195,4.0700002,0.150392,4.0700002,0.1304869
4.08,0.092,4.08,0.73602,4.0800004,0.1259986,4.0800004,0.1534706,4.0800004,0.1234117
4.09,0.08555,4.09,0.74264,4.0900002,0.1265266,4.0900002,0.1514144,4.0900002,0.1190847
4.1,0.08953,4.1,0.76181,4.1000004,0.1313681,4.1000004,0.1462477,4.1000004,0.1151074
4.11,0.08921,4.11,0.78069,4.1100001,0.1310612,4.1100001,0.1424422,4.1100001,0.1134015
4.12,0.09047,4.12,0.80613,4.1200004,0.1220474,4.1200004,0.1435043,4.1200004,0.1154804
4.13,0.0865,4.13,0.78088,4.1300001,0.1270064,4.1300001,0.1397098,4.1300001,0.1148122
4.14,0.09815,4.14,0.77405,4.1400003,0.1226164,4.1400003,0.1411722,4.1400003,0.1088837
4.15,0.09481,4.15,0.77464,4.1500001,0.1168411,4.1500001,0.148394,4.1500001,0.1098623
4.16,0.09919,4.16,0.75886,4.1600003,0.1127036,4.1600003,0.1393849,4.1600003,0.1177124
4.17,0.09117,4.17,0.75643,4.1700001,0.1221379,4.1700001,0.137111,4.1700001,0.1299231
4.18,0.09335,4.18,0.76775,4.1800003,0.1161342,4.1800003,0.1353732,4.1800003,0.1290866
4.19,0.09792,4.19,0.78101,4.1900001,0.1147506,4.1900001,0.134725,4.1900001,0.1184787
4.2,0.09639,4.2,0.75176,4.2000003,0.1185856,4.2000003,0.1397516,4.2000003,0.1152257
4.21,0.09775,4.21,0.78181,4.21,0.1081266,4.21,0.1440761,4.21,0.116689
4.22,0.1122,4.22,0.75743,4.2200003,0.1233878,4.2200003,0.1408997,4.2200003,0.1094834
4.23,0.11419,4.23,0.74965,4.23,0.113655,4.23,0.1381516,4.23,0.1131414
4.24,0.10919,4.24,0.75657,4.2400002,0.116547,4.2400002,0.1305022,4.2400002,0.1171746
4.25,0.1015,4.25,0.73282,4.25,0.1303065,4.25,0.1215523,4.25,0.1107583
4.26,0.12253,4.26,0.72254,4.2600002,0.1257013,4.2600002,0.1305585,4.2600002,0.108342
4.27,0.12176,4.27,0.74227,4.27,0.1193694,4.27,0.1325061,4.27,0.1151227
4.28,0.12046,4.28,0.72928,4.2800002,0.1043787,4.2800002,0.1312449,4.2800002,0.109979
4.29,0.10608,4.29,0.71838,4.2900004,0.1105253,4.2900004,0.1325189,4.2900004,0.1140005
4.3,0.10526,4.3,0.71787,4.3000002,0.1074892,4.3000002,0.1274941,4.3000002,0.1130111
4.31,0.10988,4.31,0.74225,4.3100004,0.1165279,4.3100004,0.1414437,4.3100004,0.1127531
4.32,0.11221,4.32,0.75871,4.3200002,0.1236823,4.3200002,0.1350087,4.3200002,0.1168463
4.33,0.09719,4.33,0.7678,4.3300004,0.1141195,4.3300004,0.1398049,4.3300004,0.1238963
4.34,0.09175,4.34,0.78161,4.3400002,0.1078187,4.3400002,0.1435107,4.3400002,0.1285943
4.35,0.113,4.35,0.76873,4.3500004,0.11828,4.3500004,0.1383541,4.3500004,0.1254396
4.36,0.10828,4.36,0.77248,4.3600001,0.1153516,4.3600001,0.1378113,4.3600001,0.1148521
4.37,0.11364,4.37,0.7849,4.3700004,0.1122397,4.3700004,0.1453707,4.3700004,0.123424
4.38,0.12238,4.38,0.80386,4.3800001,0.1208158,4.3800001,0.1352907,4.3800001,0.1177455
4.39,0.11632,4.39,0.80631,4.3900003,0.1127146,4.3900003,0.1393127,4.3900003,0.1155628
4.4,0.12644,4.4,0.83285,4.4000001,0.10283,4.4000001,0.1396862,4.4000001,0.1179472
4.41,0.10478,4.41,0.82774,4.4100003,0.1074088,4.4100003,0.1445232,4.4100003,0.1157529
4.42,0.10165,4.42,0.8119,4.4200001,0.1072413,4.4200001,0.1414168,4.4200001,0.1251123
4.43,0.10057,4.43,0.79859,4.4300003,0.1124399,4.4300003,0.1360313,4.4300003,0.1117923
4.44,0.11017,4.44,0.81953,4.4400001,0.114418,4.4400001,0.142297,4.4400001,0.1142738
4.45,0.09268,4.45,0.83708,4.4500003,0.117027,4.4500003,0.1364148,4.4500003,0.1279537
4.46,0.11001,4.46,0.82034,4.46,0.1107206,4.46,0.1416792,4.46,0.1119501
4.47,0.11273,4.47,0.83883,4.4700003,0.1101521,4.4700003,0.1344585,4.4700003,0.1130475
4.48,0.11261,4.48,0.8524,4.48,0.115539,4.48,0.1376368,4.48,0.1154612
4.49,0.11042,4.49,0.84766,4.4900002,0.1115669,4.4900002,0.1328248,4.4900002,0.1150753
4.5,0.10475,4.5,0.86273,4.5,0.1202996,4.5,0.1278246,4.5,0.1355077
4.51,0.11269,4.51,0.89288,4.5100002,0.1066552,4.5100002,0.1386661,4.5100002,0.1236213
4.52,0.11166,4.52,0.87311,4.52,0.1138943,4.52,0.126699,4.52,0.1234608
4.53,0.11627,4.53,0.87766,4.5300002,0.1296426,4.5300002,0.1331708,4.5300002,0.1163099
4.54,0.11295,4.54,0.89181,4.5400004,0.1123225,4.5400004,0.1375545,4.5400004,0.1142126
4.55,0.11036,4.55,0.91649,4.5500002,0.1220235,4.5500002,0.1414216,4.5500002,0.1161394
4.56,0.11802,4.56,0.92064,4.5600004,0.11424,4.5600004,0.1437801,4.5600004,0.1226804
4.57,0.11152,4.57,0.90848,4.5700002,0.1074363,4.5700002,0.1475133,4.5700002,0.115686
4.58,0.10574,4.58,0.90511,4.5800004,0.1112105,4.5800004,0.1383331,4.5800004,0.1242244
4.59,0.12166,4.59,0.91378,4.5900002,0.1119067,4.5900002,0.1428412,4.5900002,0.1276387
4.6,0.1224,4.6,0.9155,4.6000004,0.1064345,4.6000004,0.1377109,4.6000004,0.1242345
4.61,0.11236,4.61,0.90686,4.6100001,0.1146622,4.6100001,0.1447758,4.6100001,0.1239446
4.62,0.11837,4.62,0.9105,4.6200004,0.1173573,4.6200004,0.1335384,4.6200004,0.1302368
4.63,0.11441,4.63,0.88226,4.6300001,0.1205596,4.6300001,0.1330347,4.6300001,0.122065
4.64,0.12325,4.64,0.86862,4.6400003,0.1199844,4.6400003,0.1383545,4.6400003,0.1207099
4.65,0.11082,4.65,0.88003,4.6500001,0.1151106,4.6500001,0.1438682,4.6500001,0.1182717
4.66,0.11681,4.66,0.87592,4.6600003,0.1164362,4.6600003,0.1361495,4.6600003,0.1166978
4.67,0.10803,4.67,0.89502,4.6700001,0.1050424,4.6700001,0.1477076,4.6700001,0.1325016
4.68,0.10808,4.68,0.87302,4.6800003,0.1091225,4.6800003,0.1389199,4.6800003,0.1241176
4.69,0.11358,4.69,0.89901,4.6900001,0.1053182,4.6900001,0.1329915,4.6900001,0.1163636
4.7,0.11022,4.7,0.91781,4.7000003,0.1087749,4.7000003,0.1371817,4.7000003,0.11424
4.71,0.1196,4.71,0.92373,4.71,0.1070216,4.71,0.1425716,4.71,0.1196375
4.72,0.11265,4.72,0.9445,4.7200003,0.1033961,4.7200003,0.1453152,4.7200003,0.1287641
4.73,0.10672,4.73,0.94081,4.73,0.106068,4.73,0.1526877,4.73,0.1178149
4.74,0.0979,4.74,0.97044,4.7400002,0.110279,4.7400002,0.1580057,4.7400002,0.1246977
4.75,0.10426,4.75,0.94986,4.75,0.1123672,4.75,0.1548104,4.75,0.1220404
4.76,0.11204,4.76,0.9389,4.7600002,0.1099222,4.7600002,0.1549928,4.7600002,0.1204561
4.77,0.11617,4.77,0.94347,4.7700005,0.1134599,4.7700005,0.1501909,4.7700005,0.1210812
4.78,0.11365,4.78,0.95139,4.7800002,0.1115589,4.7800002,0.1442063,4.7800002,0.1273183
4.79,0.10881,4.79,0.96466,4.7900004,0.1135368,4.7900004,0.1440978,4.7900004,0.1232569
4.8,0.10704,4.8,0.98806,4.8000002,0.1165772,4.8000002,0.1390999,4.8000002,0.1198558
4.81,0.11653,4.81,0.97038,4.8100004,0.1156977,4.8100004,0.1430209,4.8100004,0.1182874
4.82,0.11027,4.82,0.95303,4.8200002,0.1169038,4.8200002,0.1367701,4.8200002,0.1245723
4.83,0.10985,4.83,0.96777,4.8300004,0.1087491,4.8300004,0.1263834,4.8300004,0.1230757
4.84,0.10245,4.84,0.96507,4.8400002,0.1104104,4.8400002,0.1319391,4.8400002,0.1225237
4.85,0.1219,4.85,0.95176,4.8500004,0.1075824,4.8500004,0.1389291,4.8500004,0.1299051
4.86,0.11363,4.86,0.95062,4.8600001,0.1008663,4.8600001,0.1419498,4.8600001,0.1244612
4.87,0.11384,4.87,0.94909,4.8700004,0.1073586,4.8700004,0.1373471,4.8700004,0.1373713
4.88,0.10646,4.88,0.94953,4.8800001,0.1061225,4.8800001,0.1387675,4.8800001,0.136785
4.89,0.11593,4.89,0.95698,4.8900003,0.1052897,4.8900003,0.1325231,4.8900003,0.1351468
4.9,0.11036,4.9,0.97238,4.9000001,0.1118517,4.9000001,0.1396392,4.9000001,0.1296858
4.91,0.11075,4.91,0.95674,4.9100003,0.1236846,4.9100003,0.1298282,4.9100003,0.1343053
4.92,0.10032,4.92,0.96224,4.9200001,0.1191612,4.9200001,0.1368877,4.9200001,0.1356386
4.93,0.08935,4.93,0.97002,4.9300003,0.1056511,4.9300003,0.1443545,4.9300003,0.1327914
4.94,0.11289,4.94,0.97904,4.9400001,0.1139272,4.9400001,0.1457997,4.9400001,0.1434269
4.95,0.10794,4.95,0.96183,4.9500003,0.105169,4.9500003,0.1418082,4.9500003,0.1252814
4.96,0.11473,4.96,0.93819,4.96,0.1102476,4.96,0.1484409,4.96,0.1222793
4.97,0.12029,4.97,0.90925,4.9700003,0.1103412,4.9700003,0.1448462,4.9700003,0.1188032
4.98,0.09919,4.98,0.89835,4.98,0.104907,4.98,0.1437564,4.98,0.123789
4.99,0.10161,4.99,0.9264,4.9900002,0.105639,4.9900002,0.1440725,4.9900002,0.1200182
5,0.1036,5,0.90834,5,0.1017404,5,0.1404404,5,0.1213664
5.01,0.10934,5.01,0.91924,5.0100002,0.0974268,5.0100002,0.1399067,5.0100002,0.1189652
5.02,0.09837,5.02,0.90852,5.0200005,0.0992231,5.0200005,0.1455991,5.0200005,0.1241699
5.03,0.09547,5.03,0.90094,5.0300002,0.1005898,5.0300002,0.1378635,5.0300002,0.1193888
5.04,0.10367,5.04,0.86883,5.0400004,0.1008851,5.0400004,0.1359008,5.0400004,0.1253935
5.05,0.10413,5.05,0.88287,5.0500002,0.095822,5.0500002,0.157127,5.0500002,0.118079
5.06,0.09737,5.06,0.8866,5.0600004,0.0904959,5.0600004,0.1453934,5.0600004,0.1247366
5.07,0.09068,5.07,0.86713,5.0700002,0.0935766,5.0700002,0.1416032,5.0700002,0.1237671
5.08,0.08564,5.08,0.88311,5.0800004,0.1073776,5.0800004,0.1417397,5.0800004,0.1247873
