48601-RMSD-potein-potein-xvgx,48601-RMSD-potein-potein-xvgy1,4860-rmsd-potein-potein.xvg,4860-rmsd-potein-potein-xvgy2,5018-rmsd-potein-potein.xvg,5018-rmsd-potein-xvgy3,,5018-RMSD-lig-ligx,5018-RMSD-lig-ligy1,48601-RMSD-lig-lig.xvg,48601-RMSD-lig-ligy2,4860-rmsd-lig-lig.xvg,4860-rmsd-lig-ligy3,,4860-rmsd-backbond-backbond.xvg,4860-rmsd-backbond-backbond.xvg,48601-rmsd-backbond.xvg,48601-rmsd-backbond.xvg,5018-RMSD-backbond-backbond.xvg,5018-RMSD-backbond-backbond.xvg
1.3000001,0.2951003,1.3000001,0.3995111,1.3000001,0.2364189,,1.3000001,0.1457212,1.3000001,0.1298891,1.3000001,0.0729732,,1.3000001,0.3592525,1.3000001,0.2481823,1.3000001,0.1995001
1.3100001,0.2958917,1.3100001,0.3934391,1.3100001,0.238716,,1.3100001,0.1410767,1.3100001,0.1362439,1.3100001,0.086209,,1.3100001,0.3512099,1.3100001,0.2493268,1.3100001,0.2015256
1.3200001,0.2930558,1.3200001,0.4029515,1.3200001,0.2328188,,1.3200001,0.1332248,1.3200001,0.1359366,1.3200001,0.0761008,,1.3200001,0.3623388,1.3200001,0.2461885,1.3200001,0.1928407
1.33,0.2861762,1.33,0.3956472,1.33,0.2324078,,1.33,0.1474147,1.33,0.1436923,1.33,0.0932471,,1.33,0.3550797,1.33,0.2345923,1.33,0.1905402
1.34,0.2783356,1.34,0.3911896,1.34,0.2214886,,1.34,0.1576087,1.34,0.1264713,1.34,0.1030546,,1.34,0.3495099,1.34,0.2288601,1.34,0.1794564
1.35,0.2726286,1.35,0.3860054,1.35,0.2397421,,1.35,0.1486729,1.35,0.1518611,1.35,0.0613325,,1.35,0.3434201,1.35,0.219464,1.35,0.2010864
1.36,0.2827168,1.36,0.3808212,1.36,0.2308637,,1.36,0.1485331,1.36,0.1322736,1.36,0.0894372,,1.36,0.3394515,1.36,0.2319797,1.36,0.1925582
1.3700001,0.2781318,1.3700001,0.3804023,1.3700001,0.2233501,,1.3700001,0.1410892,1.3700001,0.1435905,1.3700001,0.0942615,,1.3700001,0.3389206,1.3700001,0.2262867,1.3700001,0.1842804
1.3800001,0.2794113,1.3800001,0.3821986,1.3800001,0.2230647,,1.3800001,0.1621729,1.3800001,0.1361876,1.3800001,0.0957497,,1.3800001,0.3404534,1.3800001,0.2290174,1.3800001,0.1839417
1.3900001,0.2769203,1.3900001,0.3772275,1.3900001,0.2215134,,1.3900001,0.1408208,1.3900001,0.1282199,1.3900001,0.0968825,,1.3900001,0.3343046,1.3900001,0.2232586,1.3900001,0.1794032
1.4000001,0.2635951,1.4000001,0.3798811,1.4000001,0.2153132,,1.4000001,0.1393715,1.4000001,0.1189578,1.4000001,0.0841241,,1.4000001,0.3369032,1.4000001,0.2070921,1.4000001,0.1697103
1.4100001,0.2590909,1.4100001,0.3768474,1.4100001,0.2285929,,1.4100001,0.1416641,1.4100001,0.1328593,1.4100001,0.0953986,,1.4100001,0.3337451,1.4100001,0.2042208,1.4100001,0.1884067
1.4200001,0.2435368,1.4200001,0.3719345,1.4200001,0.2517716,,1.4200001,0.1328007,1.4200001,0.1383237,1.4200001,0.109208,,1.4200001,0.3290458,1.4200001,0.1888445,1.4200001,0.2145152
1.4300001,0.2544464,1.4300001,0.3685395,1.4300001,0.2365392,,1.4300001,0.140566,1.4300001,0.1379425,1.4300001,0.1234222,,1.4300001,0.3250501,1.4300001,0.2003258,1.4300001,0.1991258
1.4400001,0.2434903,1.4400001,0.3668432,1.4400001,0.2326806,,1.4400001,0.1577228,1.4400001,0.1372077,1.4400001,0.1190497,,1.4400001,0.32345,1.4400001,0.187166,1.4400001,0.1929026
1.45,0.2457422,1.45,0.3784059,1.45,0.2276529,,1.45,0.1623131,1.45,0.1369828,1.45,0.1562274,,1.45,0.3347774,1.45,0.1874483,1.45,0.1861708
1.46,0.2551869,1.46,0.3785033,1.46,0.2353746,,1.46,0.1500582,1.46,0.1577689,1.46,0.1386682,,1.46,0.3359213,1.46,0.2003692,1.46,0.1963665
1.47,0.2356029,1.47,0.383301,1.47,0.2344606,,1.47,0.1372085,1.47,0.1262673,1.47,0.1629077,,1.47,0.3415661,1.47,0.1794036,1.47,0.1940368
1.48,0.2476704,1.48,0.3927033,1.48,0.2391597,,1.48,0.1400709,1.48,0.1421776,1.48,0.1332986,,1.48,0.3522704,1.48,0.1952034,1.48,0.200808
1.4900001,0.2422555,1.4900001,0.3883882,1.4900001,0.2518392,,1.4900001,0.1339747,1.4900001,0.1337831,1.4900001,0.1299299,,1.4900001,0.3473101,1.4900001,0.1849857,1.4900001,0.2122775
1.5000001,0.2406614,1.5000001,0.3838081,1.5000001,0.2552646,,1.5000001,0.1417715,1.5000001,0.1311228,1.5000001,0.1556193,,1.5000001,0.3408757,1.5000001,0.1886379,1.5000001,0.2175219
1.5100001,0.2517521,1.5100001,0.3821738,1.5100001,0.2582085,,1.5100001,0.1508605,1.5100001,0.1380219,1.5100001,0.1580595,,1.5100001,0.3386206,1.5100001,0.1952708,1.5100001,0.2188433
1.5200001,0.2657267,1.5200001,0.3841763,1.5200001,0.2471875,,1.5200001,0.1443747,1.5200001,0.1253092,1.5200001,0.1354078,,1.5200001,0.3411438,1.5200001,0.2211496,1.5200001,0.2076131
1.5300001,0.2640684,1.5300001,0.3857577,1.5300001,0.2680416,,1.5300001,0.1041053,1.5300001,0.1375877,1.5300001,0.1620298,,1.5300001,0.342813,1.5300001,0.2203404,1.5300001,0.2308682
1.5400001,0.2696916,1.5400001,0.3811281,1.5400001,0.2531227,,1.5400001,0.1482653,1.5400001,0.1353231,1.5400001,0.1336456,,1.5400001,0.3383473,1.5400001,0.2235622,1.5400001,0.2139335
1.5500001,0.2609169,1.5500001,0.3831545,1.5500001,0.2532252,,1.5500001,0.1541256,1.5500001,0.1216478,1.5500001,0.1148271,,1.5500001,0.3399238,1.5500001,0.216302,1.5500001,0.2138026
1.5600001,0.2645765,1.5600001,0.375626,1.5600001,0.2463003,,1.5600001,0.1530465,1.5600001,0.1238508,1.5600001,0.1046838,,1.5600001,0.3320373,1.5600001,0.220826,1.5600001,0.2085644
1.5700001,0.251672,1.5700001,0.3835393,1.5700001,0.2592637,,1.5700001,0.1483592,1.5700001,0.1160028,1.5700001,0.1270154,,1.5700001,0.3411337,1.5700001,0.1996558,1.5700001,0.2235477
1.58,0.2721707,1.58,0.382095,1.58,0.2448926,,1.58,0.1383536,1.58,0.1242032,1.58,0.119296,,1.58,0.3392531,1.58,0.2239959,1.58,0.2076272
1.59,0.2707714,1.59,0.3836945,1.59,0.2397414,,1.59,0.1684686,1.59,0.1231438,1.59,0.1034586,,1.59,0.3405183,1.59,0.2235902,1.59,0.1994791
1.6,0.2800764,1.6,0.3899574,1.6,0.2460554,,1.6,0.1673614,1.6,0.1212109,1.6,0.1219679,,1.6,0.3459713,1.6,0.2301286,1.6,0.2071041
1.6100001,0.2549205,1.6100001,0.3848513,1.6100001,0.2525697,,1.6100001,0.1537547,1.6100001,0.1327147,1.6100001,0.1042968,,1.6100001,0.3401716,1.6100001,0.2001871,1.6100001,0.2126705
1.6200001,0.2649425,1.6200001,0.3833525,1.6200001,0.2550195,,1.6200001,0.1577,1.6200001,0.1250873,1.6200001,0.072025,,1.6200001,0.3393475,1.6200001,0.2117204,1.6200001,0.2206785
1.6300001,0.2453968,1.6300001,0.3912647,1.6300001,0.2621559,,1.6300001,0.1647409,1.6300001,0.1244394,1.6300001,0.0684925,,1.6300001,0.3479921,1.6300001,0.1883558,1.6300001,0.22613
1.6400001,0.2451845,1.6400001,0.3921902,1.6400001,0.2427185,,1.6400001,0.16351,1.6400001,0.1227082,1.6400001,0.0948304,,1.6400001,0.3496193,1.6400001,0.1934967,1.6400001,0.2034615
1.6500001,0.2361888,1.6500001,0.3945359,1.6500001,0.2448538,,1.6500001,0.1601419,1.6500001,0.1154114,1.6500001,0.1252302,,1.6500001,0.3529635,1.6500001,0.1796412,1.6500001,0.2041129
1.6600001,0.2481886,1.6600001,0.3887488,1.6600001,0.2503445,,1.6600001,0.1600278,1.6600001,0.1229327,1.6600001,0.0844659,,1.6600001,0.3457459,1.6600001,0.1950757,1.6600001,0.2117207
1.6700001,0.256146,1.6700001,0.3986154,1.6700001,0.2501572,,1.6700001,0.1708198,1.6700001,0.1291624,1.6700001,0.092437,,1.6700001,0.3571341,1.6700001,0.2042933,1.6700001,0.2102771
1.6800001,0.250378,1.6800001,0.3996793,1.6800001,0.2651107,,1.6800001,0.1693233,1.6800001,0.1259417,1.6800001,0.1100167,,1.6800001,0.3581133,1.6800001,0.1947091,1.6800001,0.227897
1.6900001,0.2527692,1.6900001,0.4031102,1.6900001,0.2675867,,1.6900001,0.1655651,1.6900001,0.1493528,1.6900001,0.133844,,1.6900001,0.361943,1.6900001,0.2018938,1.6900001,0.2302494
1.7,0.2531882,1.7,0.4087921,1.7,0.2757909,,1.7,0.1627749,1.7,0.132289,1.7,0.1034015,,1.7,0.3667529,1.7,0.1978712,1.7,0.2424481
1.71,0.2430736,1.71,0.4128943,1.71,0.2627041,,1.71,0.1724892,1.71,0.1260731,1.71,0.0979339,,1.71,0.3706087,1.71,0.1929423,1.71,0.2289696
1.72,0.2450299,1.72,0.4255231,1.72,0.2410634,,1.72,0.1559269,1.72,0.1307952,1.72,0.0910751,,1.72,0.3843187,1.72,0.1909501,1.72,0.2023326
1.7300001,0.246642,1.7300001,0.4191029,1.7300001,0.2403306,,1.7300001,0.1649297,1.7300001,0.1278727,1.7300001,0.1063294,,1.7300001,0.3783335,1.7300001,0.1919245,1.7300001,0.2047753
1.7400001,0.2378977,1.7400001,0.4236755,1.7400001,0.2431654,,1.7400001,0.1604302,1.7400001,0.1302116,1.7400001,0.0760848,,1.7400001,0.3837681,1.7400001,0.18529,1.7400001,0.2077864
1.7500001,0.2507136,1.7500001,0.4281278,1.7500001,0.2315436,,1.7500001,0.1606967,1.7500001,0.1290678,1.7500001,0.0788205,,1.7500001,0.3883531,1.7500001,0.2010575,1.7500001,0.1941218
1.7600001,0.2589232,1.7600001,0.4385329,1.7600001,0.2288186,,1.7600001,0.1507863,1.7600001,0.1374272,1.7600001,0.0799429,,1.7600001,0.3989051,1.7600001,0.2029565,1.7600001,0.1882798
1.7700001,0.2543242,1.7700001,0.4290531,1.7700001,0.2372069,,1.7700001,0.1572059,1.7700001,0.1155837,1.7700001,0.0870913,,1.7700001,0.3890228,1.7700001,0.1987078,1.7700001,0.1967651
1.7800001,0.2517597,1.7800001,0.4307867,1.7800001,0.2505623,,1.7800001,0.1560668,1.7800001,0.1256953,1.7800001,0.0894446,,1.7800001,0.3910316,1.7800001,0.1942401,1.7800001,0.2157564
1.7900001,0.2536964,1.7900001,0.4204512,1.7900001,0.250336,,1.7900001,0.1477913,1.7900001,0.131583,1.7900001,0.0954027,,1.7900001,0.3800713,1.7900001,0.1946701,1.7900001,0.214365
1.8000001,0.2566401,1.8000001,0.4267671,1.8000001,0.2456537,,1.8000001,0.143043,1.8000001,0.1276253,1.8000001,0.1064363,,1.8000001,0.387324,1.8000001,0.1997117,1.8000001,0.2091353
1.8100001,0.2928114,1.8100001,0.418144,1.8100001,0.2427273,,1.8100001,0.1592211,1.8100001,0.1781868,1.8100001,0.1029331,,1.8100001,0.3777852,1.8100001,0.2425865,1.8100001,0.205295
1.8200001,0.2827273,1.8200001,0.4252053,1.8200001,0.2427703,,1.8200001,0.1654627,1.8200001,0.1546188,1.8200001,0.0867663,,1.8200001,0.3858178,1.8200001,0.227614,1.8200001,0.2064829
1.83,0.2811487,1.83,0.4323465,1.83,0.2310694,,1.83,0.154937,1.83,0.1705848,1.83,0.0831672,,1.83,0.3936541,1.83,0.2268137,1.83,0.1931066
1.84,0.2724357,1.84,0.4342734,1.84,0.2450318,,1.84,0.1559945,1.84,0.1522201,1.84,0.0821495,,1.84,0.3955343,1.84,0.2125191,1.84,0.2112058
1.8500001,0.2607418,1.8500001,0.426013,1.8500001,0.2387734,,1.8500001,0.1616204,1.8500001,0.1398683,1.8500001,0.0733388,,1.8500001,0.3878365,1.8500001,0.2065633,1.8500001,0.2019626
1.8600001,0.2650854,1.8600001,0.4313431,1.8600001,0.2507986,,1.8600001,0.1496566,1.8600001,0.1670595,1.8600001,0.0743215,,1.8600001,0.3920099,1.8600001,0.2026415,1.8600001,0.2152744
1.8700001,0.2602865,1.8700001,0.4338813,1.8700001,0.2563934,,1.8700001,0.1578902,1.8700001,0.1104389,1.8700001,0.091334,,1.8700001,0.3952471,1.8700001,0.2031155,1.8700001,0.2242481
1.8800001,0.242789,1.8800001,0.4272362,1.8800001,0.2561067,,1.8800001,0.1583526,1.8800001,0.1237814,1.8800001,0.0988612,,1.8800001,0.387273,1.8800001,0.1806506,1.8800001,0.2234047
1.8900001,0.2398313,1.8900001,0.4298154,1.8900001,0.2393639,,1.8900001,0.1548819,1.8900001,0.1088245,1.8900001,0.0821546,,1.8900001,0.3894578,1.8900001,0.1800187,1.8900001,0.2016247
1.9000001,0.2404558,1.9000001,0.4311237,1.9000001,0.2469632,,1.9000001,0.1471456,1.9000001,0.1093867,1.9000001,0.0902442,,1.9000001,0.3919332,1.9000001,0.179436,1.9000001,0.2108065
1.9100001,0.2305263,1.9100001,0.4286541,1.9100001,0.2428213,,1.9100001,0.1365814,1.9100001,0.1331755,1.9100001,0.0686707,,1.9100001,0.3892565,1.9100001,0.165014,1.9100001,0.2089022
1.9200001,0.2413026,1.9200001,0.4184487,1.9200001,0.244225,,1.9200001,0.1396721,1.9200001,0.1113788,1.9200001,0.0837903,,1.9200001,0.3783008,1.9200001,0.177839,1.9200001,0.2116009
1.9300001,0.2384464,1.9300001,0.4176451,1.9300001,0.2389434,,1.9300001,0.1458064,1.9300001,0.1134011,1.9300001,0.0802343,,1.9300001,0.3769441,1.9300001,0.1750315,1.9300001,0.2063097
1.9400001,0.2388761,1.9400001,0.4186288,1.9400001,0.2299137,,1.9400001,0.1632809,1.9400001,0.1498315,1.9400001,0.067355,,1.9400001,0.3788166,1.9400001,0.1785145,1.9400001,0.1917606
1.95,0.2467058,1.95,0.4157498,1.95,0.2531636,,1.95,0.1617468,1.95,0.1331358,1.95,0.0894333,,1.95,0.3762521,1.95,0.1885412,1.95,0.2167159
1.96,0.2412109,1.96,0.4154544,1.96,0.2545319,,1.96,0.1522202,1.96,0.1324779,1.96,0.0552784,,1.96,0.375259,1.96,0.1825476,1.96,0.2173084
1.9700001,0.2320904,1.9700001,0.4261268,1.9700001,0.2455579,,1.9700001,0.1513289,1.9700001,0.1159815,1.9700001,0.081189,,1.9700001,0.3871373,1.9700001,0.1758028,1.9700001,0.207357
1.9800001,0.2306983,1.9800001,0.4220092,1.9800001,0.2282118,,1.9800001,0.1533863,1.9800001,0.1146843,1.9800001,0.0692483,,1.9800001,0.3821216,1.9800001,0.1760371,1.9800001,0.1843033
1.9900001,0.2333412,1.9900001,0.4273537,1.9900001,0.2272105,,1.9900001,0.154237,1.9900001,0.1233799,1.9900001,0.0780533,,1.9900001,0.3884803,1.9900001,0.1830667,1.9900001,0.182673
2,0.2351316,2,0.4219858,2,0.2357851,,2,0.1631933,2,0.1225363,2,0.0633496,,2,0.3833831,2,0.1829133,2,0.1940164
2.01,0.2340486,2.01,0.4206419,2.01,0.2426164,,2.01,0.1670092,2.01,0.1025006,2.01,0.068904,,2.01,0.3818789,2.01,0.1786025,2.01,0.2064024
2.02,0.2163706,2.02,0.4128718,2.02,0.2444759,,2.02,0.1745816,2.02,0.122739,2.02,0.0629513,,2.02,0.3733089,2.02,0.156373,2.02,0.2063226
2.0300002,0.2232665,2.0300002,0.4255401,2.0300002,0.2313054,,2.0300002,0.1686803,2.0300002,0.1150615,2.0300002,0.0813824,,2.0300002,0.3869898,2.0300002,0.1679433,2.0300002,0.188307
2.0400002,0.2290429,2.0400002,0.4185427,2.0400002,0.2479999,,2.0400002,0.1675613,2.0400002,0.1094667,2.0400002,0.101101,,2.0400002,0.3795485,2.0400002,0.1761372,2.0400002,0.2079496
2.0500002,0.226534,2.0500002,0.4246485,2.0500002,0.2446749,,2.0500002,0.1721062,2.0500002,0.1339266,2.0500002,0.0937062,,2.0500002,0.3855102,2.0500002,0.1689224,2.0500002,0.2050519
2.0600002,0.2260801,2.0600002,0.4295695,2.0600002,0.2421505,,2.0600002,0.1779125,2.0600002,0.1253795,2.0600002,0.0684881,,2.0600002,0.3903485,2.0600002,0.1732885,2.0600002,0.203493
2.0700002,0.2265506,2.0700002,0.4283386,2.0700002,0.2349078,,2.0700002,0.166527,2.0700002,0.110125,2.0700002,0.0753889,,2.0700002,0.388993,2.0700002,0.172206,2.0700002,0.1935859
2.0800002,0.2143178,2.0800002,0.4289177,2.0800002,0.240474,,2.0800002,0.1663126,2.0800002,0.1164536,2.0800002,0.0976372,,2.0800002,0.3900897,2.0800002,0.160484,2.0800002,0.2025214
2.0900002,0.227573,2.0900002,0.4250521,2.0900002,0.2415171,,2.0900002,0.1577125,2.0900002,0.1207515,2.0900002,0.0951619,,2.0900002,0.3852792,2.0900002,0.17293,2.0900002,0.2061419
2.1000001,0.2328472,2.1000001,0.4297442,2.1000001,0.2496003,,2.1000001,0.1670557,2.1000001,0.1119066,2.1000001,0.0587485,,2.1000001,0.3915597,2.1000001,0.1814558,2.1000001,0.2146592
2.1100001,0.2284083,2.1100001,0.4335607,2.1100001,0.2470689,,2.1100001,0.1660594,2.1100001,0.0981635,2.1100001,0.0721714,,2.1100001,0.3952496,2.1100001,0.1752379,2.1100001,0.2126064
2.1200001,0.2169655,2.1200001,0.4339553,2.1200001,0.2566249,,2.1200001,0.168837,2.1200001,0.1180627,2.1200001,0.0663791,,2.1200001,0.3962318,2.1200001,0.1583595,2.1200001,0.2255235
2.1300001,0.2185957,2.1300001,0.4410691,2.1300001,0.2546523,,2.1300001,0.1666662,2.1300001,0.1054828,2.1300001,0.0833786,,2.1300001,0.4040252,2.1300001,0.1608923,2.1300001,0.2228345
2.1400001,0.222902,2.1400001,0.4460939,2.1400001,0.2741311,,2.1400001,0.1631589,2.1400001,0.1214889,2.1400001,0.0744322,,2.1400001,0.4087648,2.1400001,0.1636605,2.1400001,0.2435613
2.1500001,0.2205168,2.1500001,0.4423864,2.1500001,0.2710181,,2.1500001,0.1711083,2.1500001,0.1153622,2.1500001,0.0594101,,2.1500001,0.404929,2.1500001,0.1604234,2.1500001,0.2410479
2.1600001,0.2257475,2.1600001,0.4347291,2.1600001,0.2735508,,2.1600001,0.1617466,2.1600001,0.1147615,2.1600001,0.0660627,,2.1600001,0.3967976,2.1600001,0.1712044,2.1600001,0.242459
2.1700001,0.2302508,2.1700001,0.4419164,2.1700001,0.2676668,,2.1700001,0.1639931,2.1700001,0.1473667,2.1700001,0.0749779,,2.1700001,0.4043722,2.1700001,0.1771585,2.1700001,0.2348283
2.1800001,0.2238885,2.1800001,0.4405913,2.1800001,0.2617695,,2.1800001,0.157873,2.1800001,0.1298509,2.1800001,0.0902937,,2.1800001,0.4023787,2.1800001,0.1682761,2.1800001,0.2267654
2.1900001,0.2264898,2.1900001,0.4423121,2.1900001,0.2592116,,2.1900001,0.1591307,2.1900001,0.1176322,2.1900001,0.088753,,2.1900001,0.4041435,2.1900001,0.173297,2.1900001,0.2260761
2.2,0.2289683,2.2,0.4379349,2.2,0.2776753,,2.2,0.1618969,2.2,0.1034906,2.2,0.0842415,,2.2,0.3998209,2.2,0.1748289,2.2,0.2481192
2.21,0.2239447,2.21,0.4438315,2.21,0.250416,,2.21,0.163729,2.21,0.1215621,2.21,0.0684401,,2.21,0.4050837,2.21,0.1673465,2.21,0.216952
2.22,0.2295844,2.22,0.4470403,2.22,0.2395161,,2.22,0.1640894,2.22,0.1278075,2.22,0.0683572,,2.22,0.4087094,2.22,0.1745818,2.22,0.2050415
2.23,0.2420745,2.23,0.4426015,2.23,0.2469865,,2.23,0.155429,2.23,0.1365428,2.23,0.0589486,,2.23,0.4042306,2.23,0.1925826,2.23,0.2122261
2.24,0.2330941,2.24,0.4441943,2.24,0.2593187,,2.24,0.1618581,2.24,0.1235166,2.24,0.0874656,,2.24,0.4066011,2.24,0.180979,2.24,0.2263403
2.25,0.2357493,2.25,0.4431742,2.25,0.2476976,,2.25,0.1680571,2.25,0.1223254,2.25,0.076916,,2.25,0.4054618,2.25,0.1801108,2.25,0.2145723
2.26,0.2368495,2.26,0.4461939,2.26,0.2506372,,2.26,0.1584281,2.26,0.1092668,2.26,0.0654324,,2.26,0.4095274,2.26,0.1775444,2.26,0.2185517
2.2700002,0.2284598,2.2700002,0.4385713,2.2700002,0.2514212,,2.2700002,0.156857,2.2700002,0.1065699,2.2700002,0.0910676,,2.2700002,0.401075,2.2700002,0.1708777,2.2700002,0.2171625
2.2800002,0.230393,2.2800002,0.4381775,2.2800002,0.2497117,,2.2800002,0.1614137,2.2800002,0.1243115,2.2800002,0.1170021,,2.2800002,0.4008477,2.2800002,0.172965,2.2800002,0.2160113
2.2900002,0.2301865,2.2900002,0.4341684,2.2900002,0.2709417,,2.2900002,0.1690183,2.2900002,0.1008672,2.2900002,0.0939731,,2.2900002,0.3971308,2.2900002,0.1698646,2.2900002,0.2387687
2.3000002,0.2490592,2.3000002,0.4412593,2.3000002,0.273164,,2.3000002,0.178185,2.3000002,0.1036476,2.3000002,0.1298897,,2.3000002,0.4032969,2.3000002,0.1902206,2.3000002,0.2415792
2.3100002,0.2462355,2.3100002,0.4402638,2.3100002,0.2647069,,2.3100002,0.1717498,2.3100002,0.087894,2.3100002,0.11568,,2.3100002,0.4032452,2.3100002,0.1884462,2.3100002,0.2330521
2.3200002,0.2519481,2.3200002,0.4332993,2.3200002,0.2526811,,2.3200002,0.1670934,2.3200002,0.0923209,2.3200002,0.1426983,,2.3200002,0.3946336,2.3200002,0.1945323,2.3200002,0.2169767
2.3300002,0.2466287,2.3300002,0.4364874,2.3300002,0.2473792,,2.3300002,0.1667168,2.3300002,0.1131414,2.3300002,0.119908,,2.3300002,0.3979444,2.3300002,0.1914658,2.3300002,0.2113799
2.3400002,0.2388164,2.3400002,0.4374924,2.3400002,0.246193,,2.3400002,0.158101,2.3400002,0.1300756,2.3400002,0.1151092,,2.3400002,0.3983618,2.3400002,0.188896,2.3400002,0.2100234
2.3500001,0.2286275,2.3500001,0.4385713,2.3500001,0.251386,,2.3500001,0.1610813,2.3500001,0.1119005,2.3500001,0.1156452,,2.3500001,0.400185,2.3500001,0.1769624,2.3500001,0.2165065
2.3600001,0.2202286,2.3600001,0.4351787,2.3600001,0.2427466,,2.3600001,0.1717629,2.3600001,0.1017463,2.3600001,0.1029076,,2.3600001,0.3960935,2.3600001,0.1619841,2.3600001,0.2039939
2.3700001,0.2192986,2.3700001,0.4249181,2.3700001,0.2591155,,2.3700001,0.1660987,2.3700001,0.1231641,2.3700001,0.1132556,,2.3700001,0.3854916,2.3700001,0.1633648,2.3700001,0.2262317
2.3800001,0.2173362,2.3800001,0.4293202,2.3800001,0.2599737,,2.3800001,0.1723218,2.3800001,0.1230984,2.3800001,0.0968875,,2.3800001,0.390672,2.3800001,0.1568017,2.3800001,0.2269883
2.3900001,0.225764,2.3900001,0.427836,2.3900001,0.2627204,,2.3900001,0.1770071,2.3900001,0.1167938,2.3900001,0.0902537,,2.3900001,0.3888644,2.3900001,0.1717557,2.3900001,0.2284881
2.4000001,0.2135544,2.4000001,0.4273947,2.4000001,0.2541986,,2.4000001,0.168783,2.4000001,0.1043162,2.4000001,0.0997034,,2.4000001,0.3893793,2.4000001,0.1564984,2.4000001,0.2189741
2.4100001,0.2160525,2.4100001,0.4220619,2.4100001,0.2590594,,2.4100001,0.175522,2.4100001,0.0970338,2.4100001,0.078415,,2.4100001,0.3825742,2.4100001,0.1597804,2.4100001,0.2238903
2.4200001,0.2070385,2.4200001,0.4202053,2.4200001,0.2510268,,2.4200001,0.1619168,2.4200001,0.1128792,2.4200001,0.0878627,,2.4200001,0.3798948,2.4200001,0.1467071,2.4200001,0.2156465
2.4300001,0.2088716,2.4300001,0.4195467,2.4300001,0.2435757,,2.4300001,0.1686573,2.4300001,0.1049162,2.4300001,0.0894589,,2.4300001,0.3795384,2.4300001,0.1536126,2.4300001,0.2065321
2.4400001,0.2176521,2.4400001,0.4315187,2.4400001,0.2440978,,2.4400001,0.1717755,2.4400001,0.1053829,2.4400001,0.0751641,,2.4400001,0.3916701,2.4400001,0.1680599,2.4400001,0.2093912
2.45,0.2169227,2.45,0.4345621,2.45,0.2360331,,2.45,0.1709043,2.45,0.1408497,2.45,0.0677999,,2.45,0.3950752,2.45,0.1692748,2.45,0.1989189
2.46,0.2232758,2.46,0.4368002,2.46,0.2352511,,2.46,0.1567983,2.46,0.1304711,2.46,0.1423983,,2.46,0.3974934,2.46,0.1732741,2.46,0.1998229
2.47,0.225402,2.47,0.4345247,2.47,0.2277303,,2.47,0.1640749,2.47,0.139784,2.47,0.1513733,,2.47,0.3961541,2.47,0.1787226,2.47,0.1872766
2.48,0.2268242,2.48,0.4325568,2.48,0.2295021,,2.48,0.1682433,2.48,0.1290718,2.48,0.1347767,,2.48,0.393411,2.48,0.1766655,2.48,0.1931213
2.49,0.2518567,2.49,0.4323407,2.49,0.2272063,,2.49,0.1600778,2.49,0.1065155,2.49,0.1135894,,2.49,0.3928933,2.49,0.1994948,2.49,0.1874051
2.5,0.2337548,2.5,0.4455664,2.5,0.2316776,,2.5,0.1497549,2.5,0.1111408,2.5,0.0858329,,2.5,0.4064977,2.5,0.1787148,2.5,0.1935309
2.5100002,0.2430055,2.5100002,0.4410475,2.5100002,0.2458783,,2.5100002,0.1630407,2.5100002,0.1157664,2.5100002,0.112056,,2.5100002,0.4007231,2.5100002,0.1918954,2.5100002,0.2087468
2.5200002,0.2565487,2.5200002,0.4404961,2.5200002,0.2332738,,2.5200002,0.1628999,2.5200002,0.1364128,2.5200002,0.1019887,,2.5200002,0.4007154,2.5200002,0.2084419,2.5200002,0.1950538
2.5300002,0.2590623,2.5300002,0.4410894,2.5300002,0.2379934,,2.5300002,0.1447046,2.5300002,0.12796,2.5300002,0.0894137,,2.5300002,0.4012741,2.5300002,0.2123646,2.5300002,0.1998448
2.5400002,0.2563715,2.5400002,0.43121,2.5400002,0.2464341,,2.5400002,0.1600151,2.5400002,0.1448242,2.5400002,0.0939611,,2.5400002,0.3906192,2.5400002,0.2089686,2.5400002,0.2079789
2.5500002,0.247581,2.5500002,0.421714,2.5500002,0.2477324,,2.5500002,0.1626108,2.5500002,0.120499,2.5500002,0.0951516,,2.5500002,0.3803378,2.5500002,0.1980676,2.5500002,0.2084645
2.5600002,0.2366317,2.5600002,0.4361707,2.5600002,0.2368756,,2.5600002,0.1574481,2.5600002,0.1220043,2.5600002,0.0828536,,2.5600002,0.3962319,2.5600002,0.1905418,2.5600002,0.194491
2.5700002,0.2373921,2.5700002,0.4352564,2.5700002,0.227921,,2.5700002,0.154508,2.5700002,0.1330462,2.5700002,0.0801698,,2.5700002,0.3959649,2.5700002,0.1872965,2.5700002,0.1860256
2.5800002,0.2474016,2.5800002,0.4281347,2.5800002,0.2269138,,2.5800002,0.1627107,2.5800002,0.1606438,2.5800002,0.0815562,,2.5800002,0.3877862,2.5800002,0.1975223,2.5800002,0.1851553
2.5900002,0.2390277,2.5900002,0.4263467,2.5900002,0.2318298,,2.5900002,0.1580825,2.5900002,0.1357298,2.5900002,0.0896943,,2.5900002,0.3864504,2.5900002,0.1876057,2.5900002,0.1901415
2.6000001,0.2392231,2.6000001,0.425604,2.6000001,0.2178458,,2.6000001,0.1564984,2.6000001,0.1125631,2.6000001,0.0701256,,2.6000001,0.3857747,2.6000001,0.1906224,2.6000001,0.1722692
