RMSD-md50ns-complex-00696-protein.xvg,RMSD-md50ns-complex-00696-protein.xvg,RMSD-md50ns-complex-00320-protein.xvg,RMSD-md50ns-complex-00320-protein.xvg,RMSD-md50ns-complex-04868-protein.xvg,RMSD-md50ns-complex-04868-protein.xvg
14.4800005,0.2910348,14.4800005,0.4232871,14.4800005,0.2427401
14.4900007,0.2890024,14.4900007,0.4310896,14.4900007,0.2496626
14.500001,0.2965692,14.500001,0.4483593,14.500001,0.2535405
14.5100002,0.2749023,14.5100002,0.4615568,14.5100002,0.2490164
14.5200005,0.2754949,14.5200005,0.4692832,14.5200005,0.2388831
14.5300007,0.2672482,14.5300007,0.4358176,14.5300007,0.247385
14.5400009,0.2589155,14.5400009,0.4360075,14.5400009,0.2501883
14.5500011,0.2666629,14.5500011,0.418182,14.5500011,0.2532519
14.5600004,0.2722737,14.5600004,0.4073201,14.5600004,0.2495376
14.5700006,0.2703004,14.5700006,0.4081562,14.5700006,0.2413046
14.5800009,0.2629783,14.5800009,0.4096179,14.5800009,0.2676575
14.5900011,0.2768076,14.5900011,0.4077323,14.5900011,0.2869218
14.6000004,0.2836242,14.6000004,0.3912245,14.6000004,0.260421
14.6100006,0.279734,14.6100006,0.3728822,14.6100006,0.2882407
14.6200008,0.2734935,14.6200008,0.4057285,14.6200008,0.2812727
14.6300011,0.2889875,14.6300011,0.441824,14.6300011,0.2795018
14.6400003,0.2954359,14.6400003,0.4288626,14.6400003,0.2953495
14.6500006,0.3048511,14.6500006,0.4489674,14.6500006,0.2895808
14.6600008,0.2882535,14.6600008,0.4523287,14.6600008,0.2665448
14.670001,0.293824,14.670001,0.4300146,14.670001,0.2513693
14.6800003,0.2950956,14.6800003,0.4799495,14.6800003,0.2504382
14.6900005,0.2860624,14.6900005,0.4959121,14.6900005,0.2541184
14.7000008,0.2791965,14.7000008,0.4546741,14.7000008,0.2416119
14.710001,0.2891974,14.710001,0.434347,14.710001,0.2401398
14.7200003,0.2808112,14.7200003,0.4371315,14.7200003,0.2311559
14.7300005,0.2813791,14.7300005,0.4391961,14.7300005,0.2239018
14.7400007,0.2813363,14.7400007,0.4338208,14.7400007,0.2320372
14.750001,0.2927317,14.750001,0.4181617,14.750001,0.2373635
14.7600002,0.2802033,14.7600002,0.4439755,14.7600002,0.2409227
14.7700005,0.2840279,14.7700005,0.4145262,14.7700005,0.2560757
14.7800007,0.2773159,14.7800007,0.3880869,14.7800007,0.2585644
14.7900009,0.3034381,14.7900009,0.3589337,14.7900009,0.2651078
14.8000011,0.2952606,14.8000011,0.3690724,14.8000011,0.2688607
14.8100004,0.3379539,14.8100004,0.3806524,14.8100004,0.2867722
14.8200006,0.3039564,14.8200006,0.3535749,14.8200006,0.2565987
14.8300009,0.3006324,14.8300009,0.355486,14.8300009,0.247163
14.8400011,0.3119612,14.8400011,0.3666118,14.8400011,0.2420366
14.8500004,0.2882946,14.8500004,0.3852991,14.8500004,0.2539867
14.8600006,0.2676047,14.8600006,0.3724926,14.8600006,0.2436583
14.8700008,0.2690525,14.8700008,0.3520257,14.8700008,0.2337119
14.8800011,0.2819281,14.8800011,0.348417,14.8800011,0.2411133
14.8900003,0.27387,14.8900003,0.343247,14.8900003,0.2560363
14.9000006,0.2729217,14.9000006,0.3389969,14.9000006,0.2563659
14.9100008,0.2788422,14.9100008,0.3540491,14.9100008,0.2519436
14.920001,0.2902427,14.920001,0.3548222,14.920001,0.2450958
14.9300003,0.2781429,14.9300003,0.3565215,14.9300003,0.2493453
14.9400005,0.277143,14.9400005,0.3677835,14.9400005,0.2476077
14.9500008,0.2744735,14.9500008,0.3595921,14.9500008,0.2733658
14.960001,0.2656886,14.960001,0.3542837,14.960001,0.2675262
14.9700003,0.2662027,14.9700003,0.3866469,14.9700003,0.2726601
14.9800005,0.2678482,14.9800005,0.3942221,14.9800005,0.260719
14.9900007,0.2688824,14.9900007,0.4199755,14.9900007,0.2744385
15.000001,0.2734507,15.000001,0.4205497,15.000001,0.2788777
15.0100012,0.2792405,15.0100012,0.3949432,15.0100012,0.2627597
15.0200005,0.2756325,15.0200005,0.3790363,15.0200005,0.2623996
15.0300007,0.2817512,15.0300007,0.3805948,15.0300007,0.2558689
15.0400009,0.2803601,15.0400009,0.379349,15.0400009,0.2518063
15.0500011,0.2831332,15.0500011,0.3945417,15.0500011,0.2485412
15.0600004,0.2739261,15.0600004,0.3938816,15.0600004,0.2531234
15.0700006,0.2705809,15.0700006,0.3840578,15.0700006,0.2476171
15.0800009,0.2769735,15.0800009,0.3931456,15.0800009,0.2562544
15.0900011,0.2737889,15.0900011,0.3889287,15.0900011,0.2532932
15.1000004,0.2724201,15.1000004,0.3571985,15.1000004,0.2571057
15.1100006,0.2771265,15.1100006,0.3823933,15.1100006,0.2550835
15.1200008,0.2809449,15.1200008,0.3703707,15.1200008,0.2485011
15.1300011,0.2802548,15.1300011,0.3720774,15.1300011,0.2763854
15.1400003,0.273824,15.1400003,0.3801288,15.1400003,0.2747352
15.1500006,0.2700991,15.1500006,0.3525724,15.1500006,0.276149
15.1600008,0.264977,15.1600008,0.3429897,15.1600008,0.2615772
15.170001,0.2735491,15.170001,0.3458338,15.170001,0.261812
15.1800003,0.2850852,15.1800003,0.3578558,15.1800003,0.2642148
15.1900005,0.2770851,15.1900005,0.3628443,15.1900005,0.2844911
15.2000008,0.2735813,15.2000008,0.3640321,15.2000008,0.2868456
15.210001,0.2753214,15.210001,0.3545504,15.210001,0.2558512
15.2200003,0.2724884,15.2200003,0.3435082,15.2200003,0.2570669
15.2300005,0.2755461,15.2300005,0.3389631,15.2300005,0.2720521
15.2400007,0.2872184,15.2400007,0.3465994,15.2400007,0.2834938
15.250001,0.2794559,15.250001,0.3680587,15.250001,0.2795931
15.2600012,0.276502,15.2600012,0.3881178,15.2600012,0.285822
15.2700005,0.2825213,15.2700005,0.3617514,15.2700005,0.2654649
15.2800007,0.2732623,15.2800007,0.3438543,15.2800007,0.2622136
15.2900009,0.2703334,15.2900009,0.3473473,15.2900009,0.2701057
15.3000011,0.26678,15.3000011,0.3347721,15.3000011,0.2750357
15.3100004,0.2626013,15.3100004,0.359377,15.3100004,0.2841837
15.3200006,0.2646191,15.3200006,0.3645276,15.3200006,0.2612302
15.3300009,0.2739745,15.3300009,0.3511415,15.3300009,0.2669888
15.3400011,0.2654136,15.3400011,0.3568355,15.3400011,0.2764291
15.3500004,0.2768244,15.3500004,0.3554964,15.3500004,0.269226
15.3600006,0.263933,15.3600006,0.3438359,15.3600006,0.2744747
15.3700008,0.2761165,15.3700008,0.3639234,15.3700008,0.2785148
15.3800011,0.2724666,15.3800011,0.3489299,15.3800011,0.2809621
15.3900003,0.2741899,15.3900003,0.3456582,15.3900003,0.2863236
15.4000006,0.2687383,15.4000006,0.3464034,15.4000006,0.2796615
15.4100008,0.269724,15.4100008,0.3718231,15.4100008,0.2953262
15.420001,0.2660361,15.420001,0.3606448,15.420001,0.2881498
15.4300003,0.2568828,15.4300003,0.3731589,15.4300003,0.2759831
15.4400005,0.2597055,15.4400005,0.3593494,15.4400005,0.2715975
15.4500008,0.2660052,15.4500008,0.3544646,15.4500008,0.2865945
15.460001,0.2667329,15.460001,0.3597732,15.460001,0.2781559
15.4700003,0.2782653,15.4700003,0.3547609,15.4700003,0.2809428
15.4800005,0.2805782,15.4800005,0.3378128,15.4800005,0.2877462
15.4900007,0.279803,15.4900007,0.3187181,15.4900007,0.3158285
15.500001,0.276819,15.500001,0.3255724,15.500001,0.2881176
15.5100012,0.268003,15.5100012,0.3273477,15.5100012,0.2981991
15.5200005,0.2751062,15.5200005,0.3522141,15.5200005,0.3157318
15.5300007,0.2785958,15.5300007,0.3561994,15.5300007,0.2907172
15.5400009,0.2933258,15.5400009,0.3573275,15.5400009,0.2917928
15.5500011,0.2911638,15.5500011,0.3703909,15.5500011,0.3036907
15.5600004,0.2835282,15.5600004,0.3598161,15.5600004,0.2982213
15.5700006,0.2975391,15.5700006,0.3542862,15.5700006,0.2795733
15.5800009,0.2838326,15.5800009,0.3655291,15.5800009,0.2774772
15.5900011,0.2755885,15.5900011,0.3527873,15.5900011,0.2781028
15.6000004,0.2897088,15.6000004,0.3618271,15.6000004,0.28527
15.6100006,0.291789,15.6100006,0.3502165,15.6100006,0.2727427
15.6200008,0.2835584,15.6200008,0.3349862,15.6200008,0.2666519
15.6300011,0.2831558,15.6300011,0.3012609,15.6300011,0.2754128
15.6400003,0.265877,15.6400003,0.3072742,15.6400003,0.2717068
15.6500006,0.2920202,15.6500006,0.3196673,15.6500006,0.2656739
15.6600008,0.267662,15.6600008,0.3109269,15.6600008,0.2749366
15.670001,0.2848924,15.670001,0.3108144,15.670001,0.2626299
15.6800003,0.2906901,15.6800003,0.322818,15.6800003,0.2731503
15.6900005,0.2755056,15.6900005,0.3108096,15.6900005,0.2680863
15.7000008,0.2828494,15.7000008,0.3038486,15.7000008,0.2621412
15.710001,0.2847167,15.710001,0.2861627,15.710001,0.2889687
15.7200012,0.2806721,15.7200012,0.2997028,15.7200012,0.2855114
15.7300005,0.2648296,15.7300005,0.3103649,15.7300005,0.2888016
15.7400007,0.2743478,15.7400007,0.3063245,15.7400007,0.2917942
15.750001,0.2628654,15.750001,0.3045661,15.750001,0.2985063
15.7600012,0.2615235,15.7600012,0.3218976,15.7600012,0.2896904
15.7700005,0.2640987,15.7700005,0.3349268,15.7700005,0.2958218
15.7800007,0.2712985,15.7800007,0.3473521,15.7800007,0.282293
15.7900009,0.275057,15.7900009,0.345046,15.7900009,0.264693
15.8000011,0.2645181,15.8000011,0.368304,15.8000011,0.2643496
15.8100004,0.2602101,15.8100004,0.3464897,15.8100004,0.2678861
15.8200006,0.2648965,15.8200006,0.352138,15.8200006,0.2763479
15.8300009,0.2626986,15.8300009,0.3357867,15.8300009,0.2778634
15.8400011,0.2626221,15.8400011,0.3429159,15.8400011,0.2925422
15.8500004,0.2578502,15.8500004,0.3099026,15.8500004,0.2879063
15.8600006,0.2707167,15.8600006,0.3145789,15.8600006,0.2660101
15.8700008,0.2679463,15.8700008,0.3148855,15.8700008,0.2738826
15.8800011,0.2649607,15.8800011,0.3263907,15.8800011,0.2708798
15.8900003,0.265481,15.8900003,0.3308456,15.8900003,0.2648748
15.9000006,0.2550843,15.9000006,0.3608568,15.9000006,0.2602984
15.9100008,0.2613681,15.9100008,0.3562082,15.9100008,0.2558215
15.920001,0.2698358,15.920001,0.3463894,15.920001,0.2756657
15.9300003,0.2667757,15.9300003,0.3600832,15.9300003,0.2789591
15.9400005,0.2687369,15.9400005,0.3730958,15.9400005,0.2688524
15.9500008,0.2747729,15.9500008,0.3780949,15.9500008,0.2593872
15.960001,0.2744848,15.960001,0.3888504,15.960001,0.255691
15.9700012,0.2669842,15.9700012,0.370122,15.9700012,0.2626553
15.9800005,0.2626736,15.9800005,0.3500108,15.9800005,0.283756
15.9900007,0.2725731,15.9900007,0.3680547,15.9900007,0.2890575
16,0.2954452,16,0.3478196,16,0.2683069
16.0100002,0.2885498,16.0100002,0.332833,16.0100002,0.2643406
16.0200005,0.2833041,16.0200005,0.3475067,16.0200005,0.2809279
16.0300007,0.2837181,16.0300007,0.3498096,16.0300007,0.2720608
16.0400009,0.3013387,16.0400009,0.3651127,16.0400009,0.2769756
16.0500011,0.2889269,16.0500011,0.3417957,16.0500011,0.2683579
16.0600014,0.2767615,16.0600014,0.3270881,16.0600014,0.260745
16.0700016,0.2747311,16.0700016,0.3436328,16.0700016,0.272287
16.0799999,0.3017907,16.0799999,0.3420151,16.0799999,0.2730381
16.0900002,0.2989153,16.0900002,0.3648772,16.0900002,0.2669802
16.1000004,0.2916201,16.1000004,0.3677102,16.1000004,0.2652731
16.1100006,0.2971421,16.1100006,0.3582726,16.1100006,0.2654791
16.1200008,0.3070461,16.1200008,0.3430637,16.1200008,0.2724902
16.1300011,0.3258619,16.1300011,0.3368307,16.1300011,0.2754315
16.1400013,0.3078299,16.1400013,0.3260873,16.1400013,0.301039
16.1500015,0.3224675,16.1500015,0.3348662,16.1500015,0.2721689
16.1599998,0.3102167,16.1599998,0.3402761,16.1599998,0.2803786
16.1700001,0.2871155,16.1700001,0.3149089,16.1700001,0.2854976
16.1800003,0.2973627,16.1800003,0.3331997,16.1800003,0.274155
16.1900005,0.2958712,16.1900005,0.3256933,16.1900005,0.2601209
16.2000008,0.2870425,16.2000008,0.3536425,16.2000008,0.2647586
16.210001,0.2915475,16.210001,0.3203864,16.210001,0.2853636
16.2200012,0.299227,16.2200012,0.314924,16.2200012,0.2735616
16.2300014,0.2801412,16.2300014,0.3169152,16.2300014,0.2963195
16.2400017,0.2936682,16.2400017,0.3161027,16.2400017,0.3059886
16.25,0.2957909,16.25,0.2989818,16.25,0.2935055
16.2600002,0.2822084,16.2600002,0.3035368,16.2600002,0.3052404
16.2700005,0.2877678,16.2700005,0.3065241,16.2700005,0.2862829
16.2800007,0.2740178,16.2800007,0.3142234,16.2800007,0.2798672
16.2900009,0.2932456,16.2900009,0.3097902,16.2900009,0.2916531
16.3000011,0.287864,16.3000011,0.3119874,16.3000011,0.2812756
16.3100014,0.2946979,16.3100014,0.3231188,16.3100014,0.2823834
16.3200016,0.3124453,16.3200016,0.3196978,16.3200016,0.2879889
16.3299999,0.2952082,16.3299999,0.3102055,16.3299999,0.3000327
16.3400002,0.3048813,16.3400002,0.332134,16.3400002,0.2990275
16.3500004,0.2934687,16.3500004,0.3458352,16.3500004,0.3183068
16.3600006,0.2887456,16.3600006,0.3514138,16.3600006,0.3074396
16.3700008,0.2902394,16.3700008,0.3561228,16.3700008,0.2854072
16.3800011,0.3020791,16.3800011,0.3364778,16.3800011,0.2945211
16.3900013,0.2987514,16.3900013,0.369879,16.3900013,0.3066981
16.4000015,0.2907005,16.4000015,0.3572339,16.4000015,0.298923
16.4099998,0.2772133,16.4099998,0.3501386,16.4099998,0.3020011
16.4200001,0.2791634,16.4200001,0.35074,16.4200001,0.3041964
16.4300003,0.2829051,16.4300003,0.3256411,16.4300003,0.303205
16.4400005,0.277048,16.4400005,0.3490471,16.4400005,0.2965836
16.4500008,0.2821864,16.4500008,0.3360654,16.4500008,0.3122665
16.460001,0.2662604,16.460001,0.3274065,16.460001,0.3188746
16.4700012,0.2760658,16.4700012,0.3134378,16.4700012,0.2880078
16.4800014,0.2792687,16.4800014,0.3056259,16.4800014,0.2834437
16.4900017,0.2666481,16.4900017,0.3323522,16.4900017,0.3025075
16.5,0.2603824,16.5,0.3204527,16.5,0.2970729
16.5100002,0.2798416,16.5100002,0.3264653,16.5100002,0.2897689
16.5200005,0.2721846,16.5200005,0.3522715,16.5200005,0.2794417
16.5300007,0.2758455,16.5300007,0.3512554,16.5300007,0.2606068
16.5400009,0.2774489,16.5400009,0.3515392,16.5400009,0.2605545
16.5500011,0.2825274,16.5500011,0.3575834,16.5500011,0.2834698
16.5600014,0.2760929,16.5600014,0.3428594,16.5600014,0.2849385
16.5700016,0.2785216,16.5700016,0.3305885,16.5700016,0.2898782
16.5799999,0.2893197,16.5799999,0.3135019,16.5799999,0.3087489
16.5900002,0.2965604,16.5900002,0.3208986,16.5900002,0.3009745
16.6000004,0.2997145,16.6000004,0.3029417,16.6000004,0.3058531
16.6100006,0.3081894,16.6100006,0.3057364,16.6100006,0.3004183
16.6200008,0.287328,16.6200008,0.3117365,16.6200008,0.2857722
16.6300011,0.3003668,16.6300011,0.306709,16.6300011,0.2944508
16.6400013,0.3180303,16.6400013,0.2955088,16.6400013,0.2819853
16.6500015,0.3120773,16.6500015,0.309248,16.6500015,0.3006936
16.6599998,0.2974918,16.6599998,0.296671,16.6599998,0.2795371
16.6700001,0.301875,16.6700001,0.2878577,16.6700001,0.2955247
16.6800003,0.2874565,16.6800003,0.2808193,16.6800003,0.2981609
16.6900005,0.2760654,16.6900005,0.270658,16.6900005,0.2898537
16.7000008,0.2801806,16.7000008,0.2713909,16.7000008,0.2699612
16.710001,0.2765708,16.710001,0.2846918,16.710001,0.2811289
16.7200012,0.2719496,16.7200012,0.3029158,16.7200012,0.2816812
16.7300014,0.2739984,16.7300014,0.3169211,16.7300014,0.2592028
16.7400017,0.2733302,16.7400017,0.3408715,16.7400017,0.2766247
16.75,0.2862378,16.75,0.30575,16.75,0.2824829
16.7600002,0.2943308,16.7600002,0.3360257,16.7600002,0.2914293
16.7700005,0.2737197,16.7700005,0.3163336,16.7700005,0.2727971
16.7800007,0.2631318,16.7800007,0.3081585,16.7800007,0.2893271
16.7900009,0.2780242,16.7900009,0.2918097,16.7900009,0.2634377
16.8000011,0.2768377,16.8000011,0.2958499,16.8000011,0.2724167
16.8100014,0.2937483,16.8100014,0.2930197,16.8100014,0.2729974
16.8200016,0.3005303,16.8200016,0.2994725,16.8200016,0.3074901
16.8299999,0.3058594,16.8299999,0.2934385,16.8299999,0.3000995
16.8400002,0.2896809,16.8400002,0.2852931,16.8400002,0.3089035
16.8500004,0.290247,16.8500004,0.2851492,16.8500004,0.3299805
16.8600006,0.3040021,16.8600006,0.2927952,16.8600006,0.3282141
16.8700008,0.3019294,16.8700008,0.3065114,16.8700008,0.3086706
16.8800011,0.2900459,16.8800011,0.315981,16.8800011,0.3000332
16.8900013,0.2933013,16.8900013,0.2922669,16.8900013,0.2914262
16.9000015,0.2885439,16.9000015,0.2926179,16.9000015,0.2881799
16.9100018,0.2965941,16.9100018,0.3003478,16.9100018,0.292298
16.9200001,0.3039475,16.9200001,0.3048031,16.9200001,0.2898109
16.9300003,0.2990101,16.9300003,0.3107979,16.9300003,0.2699751
16.9400005,0.2864394,16.9400005,0.3134378,16.9400005,0.2814806
16.9500008,0.2944275,16.9500008,0.2970684,16.9500008,0.274305
16.960001,0.3021539,16.960001,0.299667,16.960001,0.2729437
16.9700012,0.2933743,16.9700012,0.284411,16.9700012,0.2743832
16.9800014,0.2857638,16.9800014,0.2829588,16.9800014,0.2702386
16.9900017,0.2998649,16.9900017,0.2948248,16.9900017,0.2690136
17,0.2936217,17,0.3034832,17,0.2722004
17.0100002,0.2923469,17.0100002,0.2911437,17.0100002,0.2846107
17.0200005,0.3023296,17.0200005,0.309568,17.0200005,0.2890162
17.0300007,0.3057885,17.0300007,0.2922863,17.0300007,0.2914501
17.0400009,0.3022262,17.0400009,0.3074247,17.0400009,0.2898891
17.0500011,0.289041,17.0500011,0.3014745,17.0500011,0.3172602
17.0600014,0.2919323,17.0600014,0.2900969,17.0600014,0.3213802
17.0700016,0.3006185,17.0700016,0.3183557,17.0700016,0.3012567
17.0799999,0.3076931,17.0799999,0.3035466,17.0799999,0.3133394
17.0900002,0.3174298,17.0900002,0.3024145,17.0900002,0.2924395
17.1000004,0.334495,17.1000004,0.2877175,17.1000004,0.2906496
17.1100006,0.3210574,17.1100006,0.2999573,17.1100006,0.2855704
17.1200008,0.3117821,17.1200008,0.326432,17.1200008,0.2931509
17.1300011,0.2975839,17.1300011,0.3331204,17.1300011,0.2796764
17.1400013,0.3057189,17.1400013,0.3368229,17.1400013,0.2862974
17.1500015,0.3045554,17.1500015,0.3188047,17.1500015,0.3061681
17.1600018,0.288899,17.1600018,0.3299782,17.1600018,0.3260393
17.1700001,0.2735329,17.1700001,0.3225918,17.1700001,0.3226139
17.1800003,0.2713307,17.1800003,0.309807,17.1800003,0.3343248
17.1900005,0.2828787,17.1900005,0.3217988,17.1900005,0.3085415
17.2000008,0.2707331,17.2000008,0.3058275,17.2000008,0.3146375
17.210001,0.2640023,17.210001,0.3054816,17.210001,0.3286101
17.2200012,0.253278,17.2200012,0.3166099,17.2200012,0.3344417
17.2300014,0.2579697,17.2300014,0.2900314,17.2300014,0.3177489
17.2400017,0.2580578,17.2400017,0.2986093,17.2400017,0.3180555
17.25,0.2563038,17.25,0.2826064,17.25,0.3349175
17.2600002,0.2578771,17.2600002,0.2580175,17.2600002,0.3280542
17.2700005,0.2568164,17.2700005,0.258871,17.2700005,0.3071231
17.2800007,0.2734688,17.2800007,0.2750785,17.2800007,0.3216851
17.2900009,0.2865542,17.2900009,0.2880707,17.2900009,0.300833
17.3000011,0.3064854,17.3000011,0.2945914,17.3000011,0.3036914
17.3100014,0.3072049,17.3100014,0.2843554,17.3100014,0.3119892
17.3200016,0.2952116,17.3200016,0.2762699,17.3200016,0.3000869
17.3299999,0.3078195,17.3299999,0.2676764,17.3299999,0.3087113
17.3400002,0.294556,17.3400002,0.2725515,17.3400002,0.3109811
17.3500004,0.2925062,17.3500004,0.261029,17.3500004,0.3185019
17.3600006,0.2791534,17.3600006,0.2648281,17.3600006,0.3221036
17.3700008,0.2674758,17.3700008,0.2764066,17.3700008,0.2890308
17.3800011,0.2786185,17.3800011,0.2705972,17.3800011,0.2980713
17.3900013,0.2885017,17.3900013,0.2650185,17.3900013,0.2980598
17.4000015,0.2773724,17.4000015,0.2628156,17.4000015,0.3220719
17.4100018,0.2921541,17.4100018,0.2731788,17.4100018,0.3118237
17.4200001,0.2708013,17.4200001,0.2857302,17.4200001,0.3135045
17.4300003,0.268147,17.4300003,0.2927451,17.4300003,0.3191482
17.4400005,0.2665018,17.4400005,0.2945326,17.4400005,0.3102555
17.4500008,0.2756214,17.4500008,0.2975231,17.4500008,0.2920495
17.460001,0.2695611,17.460001,0.3064853,17.460001,0.2961953
17.4700012,0.2884548,17.4700012,0.2907302,17.4700012,0.2813
17.4800014,0.285532,17.4800014,0.2854499,17.4800014,0.2859165
17.4900017,0.2777123,17.4900017,0.2893866,17.4900017,0.2733909
17.5,0.2808756,17.5,0.28622,17.5,0.2922461
17.5100002,0.2832945,17.5100002,0.2939794,17.5100002,0.2825965
17.5200005,0.268837,17.5200005,0.2900471,17.5200005,0.2951302
17.5300007,0.2863628,17.5300007,0.2980854,17.5300007,0.2751555
17.5400009,0.2745366,17.5400009,0.3005574,17.5400009,0.2891526
17.5500011,0.2839102,17.5500011,0.2885476,17.5500011,0.2931282
17.5600014,0.2789744,17.5600014,0.2826594,17.5600014,0.2800712
17.5700016,0.2937817,17.5700016,0.2849045,17.5700016,0.2828422
17.5799999,0.2895013,17.5799999,0.2949109,17.5799999,0.2697715
17.5900002,0.2821501,17.5900002,0.2935448,17.5900002,0.258411
17.6000004,0.2834428,17.6000004,0.2872235,17.6000004,0.2524495
17.6100006,0.2711154,17.6100006,0.2866443,17.6100006,0.2566409
17.6200008,0.2834862,17.6200008,0.2809962,17.6200008,0.2572629
17.6300011,0.2927743,17.6300011,0.277348,17.6300011,0.2700763
17.6400013,0.2961207,17.6400013,0.2638871,17.6400013,0.2781121
17.6500015,0.290663,17.6500015,0.2642834,17.6500015,0.2750969
17.6600018,0.2921768,17.6600018,0.2535025,17.6600018,0.2711037
17.6700001,0.2784882,17.6700001,0.2601524,17.6700001,0.2639965
17.6800003,0.2814733,17.6800003,0.2638175,17.6800003,0.2560037
